nroventa,fechaventa,idcliente,idproducto,idsucursal,tipopago,cantidad,precio,observacion
4276,2012-05-31 00:00:00.000,2,44,9,CN,1.0,23980.0,
4277,2012-06-05 00:00:00.000,265,14,2,CR,4.0,800000.0,
4278,2012-06-09 00:00:00.000,306,28,3,CR,1.0,190000.0,
4279,2012-06-16 00:00:00.000,327,5,8,CR,3.0,135000.0,
4280,2012-06-16 00:00:00.000,207,42,3,CR,1.0,7980.0,
4281,2012-06-20 00:00:00.000,216,14,11,CR,1.0,200000.0,
4282,2012-06-25 00:00:00.000,257,20,9,CR,1.0,110900.0,
4283,2012-07-06 00:00:00.000,410,30,10,CR,3.0,720000.0,
4284,2012-07-14 00:00:00.000,388,31,10,CR,3.0,843000.0,
4285,2012-07-22 00:00:00.000,383,21,11,CN,3.0,362700.0,
4286,2012-07-31 00:00:00.000,288,45,10,CN,4.0,131960.0,
4287,2012-08-01 00:00:00.000,207,37,7,CN,4.0,1276000.0,
4288,2012-08-03 00:00:00.000,304,41,3,CN,2.0,60000.0,
4289,2012-08-09 00:00:00.000,353,7,4,CN,3.0,210000.0,
4290,2012-08-13 00:00:00.000,329,39,6,CN,4.0,43960.0,
4291,2012-08-22 00:00:00.000,462,13,10,CR,4.0,639600.0,
4292,2012-08-30 00:00:00.000,292,19,2,CR,2.0,600000.0,
4293,2012-09-09 00:00:00.000,215,20,3,CR,3.0,332700.0,
4294,2012-09-19 00:00:00.000,365,6,12,CR,2.0,110000.0,
4295,2012-09-25 00:00:00.000,334,32,11,CR,3.0,777000.0,
4296,2012-10-02 00:00:00.000,304,7,4,CR,2.0,140000.0,
4297,2012-10-09 00:00:00.000,306,34,12,CR,4.0,796000.0,
4298,2012-10-13 00:00:00.000,353,36,9,CR,1.0,359000.0,
4299,2012-10-14 00:00:00.000,208,43,4,CN,2.0,27960.0,
4300,2012-10-24 00:00:00.000,462,33,12,CN,1.0,189000.0,
4301,2012-10-31 00:00:00.000,222,18,12,CN,2.0,518000.0,
4302,2012-11-06 00:00:00.000,282,12,9,CN,1.0,169900.0,
4303,2012-11-17 00:00:00.000,211,25,2,CN,2.0,281800.0,
4304,2012-11-20 00:00:00.000,345,13,1,CN,1.0,159900.0,
4305,2012-11-28 00:00:00.000,324,4,2,CR,1.0,30900.0,
4306,2012-12-01 00:00:00.000,294,32,3,CR,4.0,1036000.0,
4320,2000-05-25 00:00:00.000,217,22,1,CN,1.0,100000.0,
4321,2000-06-01 00:00:00.000,304,32,8,CN,2.0,518000.0,
4324,2000-06-12 00:00:00.000,234,27,8,CN,2.0,342000.0,
4332,2000-08-08 00:00:00.000,433,3,8,CR,4.0,275600.0,
4334,2000-08-24 00:00:00.000,462,16,8,CN,1.0,209000.0,
4336,2000-09-08 00:00:00.000,216,32,8,CN,1.0,259000.0,
4338,2000-09-17 00:00:00.000,355,38,1,CN,1.0,4990.0,
4339,2000-09-20 00:00:00.000,399,10,8,CN,3.0,357000.0,
4342,2000-10-14 00:00:00.000,353,42,1,CR,2.0,15960.0,
4343,2000-10-20 00:00:00.000,345,20,10,CR,4.0,443600.0,
4345,2000-11-03 00:00:00.000,453,4,8,CR,3.0,92700.0,
4346,2000-11-08 00:00:00.000,240,27,1,CR,3.0,513000.0,
4347,2000-11-12 00:00:00.000,469,6,10,CR,2.0,110000.0,
4350,2000-11-24 00:00:00.000,287,26,8,CN,2.0,362000.0,
4351,2000-11-26 00:00:00.000,353,42,1,CN,4.0,31920.0,
4353,2000-12-11 00:00:00.000,203,18,10,CN,4.0,1036000.0,
4354,2000-12-20 00:00:00.000,462,4,10,CR,4.0,123600.0,
4356,2000-12-31 00:00:00.000,402,33,8,CR,3.0,567000.0,
4358,2001-01-09 00:00:00.000,372,8,1,CR,4.0,519600.0,
4360,2001-01-09 00:00:00.000,322,13,1,CR,2.0,319800.0,
4367,2001-02-02 00:00:00.000,457,16,8,CN,1.0,209000.0,
4368,2001-02-13 00:00:00.000,439,16,8,CR,1.0,209000.0,
4372,2001-03-02 00:00:00.000,353,40,8,CR,4.0,83960.0,
4378,2001-04-01 00:00:00.000,422,1,1,CN,1.0,39900.0,
4381,2001-04-29 00:00:00.000,423,29,8,CN,4.0,840000.0,
4382,2001-05-01 00:00:00.000,208,3,1,CR,2.0,137800.0,
4390,2001-06-17 00:00:00.000,339,37,8,CN,4.0,1276000.0,
4394,2001-07-09 00:00:00.000,445,29,8,CN,3.0,630000.0,
4399,2001-08-10 00:00:00.000,218,40,10,CR,4.0,83960.0,
4405,2001-09-10 00:00:00.000,353,16,8,CN,1.0,209000.0,
4407,2001-09-28 00:00:00.000,266,31,8,CN,4.0,1124000.0,
4410,2001-10-08 00:00:00.000,372,17,10,CR,1.0,229000.0,
4412,2001-10-18 00:00:00.000,232,37,8,CR,3.0,957000.0,
4426,2002-01-06 00:00:00.000,203,24,1,CR,2.0,301800.0,
4428,2002-01-19 00:00:00.000,318,44,1,CR,3.0,71940.0,
4433,2002-02-11 00:00:00.000,353,16,1,CN,1.0,209000.0,
4434,2002-02-11 00:00:00.000,272,33,8,CN,4.0,756000.0,
4437,2002-02-25 00:00:00.000,294,17,1,CN,1.0,229000.0,
4441,2002-03-08 00:00:00.000,409,6,1,CR,2.0,110000.0,
4442,2002-03-15 00:00:00.000,222,32,8,CR,3.0,777000.0,
4445,2002-03-25 00:00:00.000,275,35,10,CR,2.0,438000.0,
4448,2002-04-15 00:00:00.000,409,44,8,CN,4.0,95920.0,
4453,2002-05-12 00:00:00.000,384,9,8,CR,1.0,139900.0,
4462,2002-07-11 00:00:00.000,4,2,8,CN,3.0,164700.0,
4466,2002-08-12 00:00:00.000,409,24,10,CR,1.0,150900.0,
4470,2002-08-30 00:00:00.000,275,11,10,CR,2.0,319800.0,
4473,2002-09-16 00:00:00.000,453,33,8,CR,3.0,567000.0,
4476,2002-09-28 00:00:00.000,4,20,1,CN,1.0,110900.0,
4477,2002-10-01 00:00:00.000,304,33,8,CN,4.0,756000.0,
4482,2002-10-13 00:00:00.000,372,38,10,CR,4.0,19960.0,
4495,2003-01-15 00:00:00.000,350,13,8,CR,1.0,159900.0,
4496,2003-01-26 00:00:00.000,232,1,10,CR,3.0,119700.0,
4497,2003-02-01 00:00:00.000,226,17,8,CR,1.0,229000.0,
4505,2003-03-17 00:00:00.000,4,42,10,CN,2.0,15960.0,
4506,2003-03-22 00:00:00.000,304,35,8,CN,3.0,657000.0,
4507,2003-03-24 00:00:00.000,433,17,1,CN,1.0,229000.0,
4512,2003-04-16 00:00:00.000,345,39,8,CR,1.0,10990.0,
4515,2003-05-01 00:00:00.000,410,2,1,CR,1.0,54900.0,
4520,2003-05-19 00:00:00.000,3,33,1,CN,3.0,567000.0,
4527,2003-06-23 00:00:00.000,355,13,10,CR,2.0,319800.0,
4533,2003-08-15 00:00:00.000,459,36,10,CN,2.0,718000.0,
4534,2003-08-26 00:00:00.000,263,1,8,CN,1.0,39900.0,
4537,2003-09-12 00:00:00.000,205,7,1,CR,4.0,280000.0,
4551,2003-11-27 00:00:00.000,333,1,10,CR,3.0,119700.0,
4553,2003-12-03 00:00:00.000,364,40,10,CR,1.0,20990.0,
4556,2003-12-22 00:00:00.000,334,42,1,CR,1.0,7980.0,
4560,2004-01-11 00:00:00.000,462,10,1,CN,4.0,476000.0,
4566,2004-02-06 00:00:00.000,431,21,1,CR,1.0,120900.0,
4574,2004-03-22 00:00:00.000,398,3,1,CN,4.0,275600.0,
4577,2004-04-12 00:00:00.000,265,1,1,CN,4.0,159600.0,
4579,2004-04-24 00:00:00.000,372,38,8,CR,1.0,4990.0,
4584,2004-05-15 00:00:00.000,372,17,8,CR,3.0,687000.0,
4589,2004-06-17 00:00:00.000,304,13,1,CN,4.0,639600.0,
4590,2004-06-27 00:00:00.000,294,24,1,CN,3.0,452700.0,
4597,2004-07-17 00:00:00.000,369,43,8,CR,3.0,41940.0,
4603,2004-08-04 00:00:00.000,453,22,8,CN,2.0,200000.0,
4604,2004-08-05 00:00:00.000,271,5,1,CN,4.0,180000.0,
4606,2004-08-18 00:00:00.000,287,26,1,CR,1.0,181000.0,
4610,2004-09-17 00:00:00.000,287,40,1,CR,2.0,41980.0,
4619,2004-11-08 00:00:00.000,439,38,8,CN,1.0,4990.0,
4620,2004-11-11 00:00:00.000,350,19,8,CR,1.0,300000.0,
4621,2004-11-15 00:00:00.000,203,31,8,CR,2.0,562000.0,
4626,2004-12-04 00:00:00.000,281,25,10,CR,2.0,281800.0,
4629,2004-12-12 00:00:00.000,226,42,10,CN,1.0,7980.0,
4630,2004-12-15 00:00:00.000,450,17,10,CN,1.0,229000.0,
4633,2004-12-29 00:00:00.000,385,29,10,CN,2.0,420000.0,
4639,2005-01-22 00:00:00.000,207,7,8,CR,1.0,70000.0,
4640,2005-01-23 00:00:00.000,294,38,8,CR,2.0,9980.0,
4641,2005-01-26 00:00:00.000,372,15,8,CR,1.0,190000.0,
4645,2005-02-08 00:00:00.000,356,19,8,CN,2.0,600000.0,
4652,2005-03-07 00:00:00.000,353,17,8,CR,1.0,229000.0,
4653,2005-03-12 00:00:00.000,450,43,1,CR,2.0,27960.0,
4654,2005-03-17 00:00:00.000,253,35,8,CR,1.0,219000.0,
4656,2005-03-24 00:00:00.000,5,29,8,CN,2.0,420000.0,
4663,2005-05-11 00:00:00.000,452,25,1,CR,3.0,422700.0,
4672,2005-07-16 00:00:00.000,216,10,8,CN,4.0,476000.0,
4681,2005-09-08 00:00:00.000,287,2,8,CR,3.0,164700.0,
4685,2005-10-12 00:00:00.000,392,44,8,CN,2.0,47960.0,
4694,2005-11-16 00:00:00.000,459,43,10,CR,3.0,41940.0,
4697,2005-11-28 00:00:00.000,275,8,10,CR,4.0,519600.0,
4704,2006-01-08 00:00:00.000,462,42,10,CR,1.0,7980.0,
4705,2006-01-13 00:00:00.000,292,11,10,CR,3.0,479700.0,
4710,2006-01-31 00:00:00.000,239,28,8,CR,3.0,570000.0,
4711,2006-02-05 00:00:00.000,373,19,10,CR,3.0,900000.0,
4714,2006-03-06 00:00:00.000,388,14,1,CN,4.0,800000.0,
4724,2006-04-28 00:00:00.000,323,16,8,CR,4.0,836000.0,
4725,2006-05-02 00:00:00.000,205,14,1,CR,3.0,600000.0,
4726,2006-05-10 00:00:00.000,423,31,8,CN,1.0,281000.0,
4727,2006-05-21 00:00:00.000,369,32,8,CN,3.0,777000.0,
4728,2006-05-26 00:00:00.000,1,6,8,CN,3.0,165000.0,
4735,2006-07-11 00:00:00.000,2,18,8,CR,2.0,518000.0,
4743,2006-08-30 00:00:00.000,287,45,8,CN,1.0,32990.0,
4748,2006-09-16 00:00:00.000,319,1,1,CR,3.0,119700.0,
4753,2006-10-17 00:00:00.000,373,11,10,CR,4.0,639600.0,
4757,2006-11-01 00:00:00.000,292,10,10,CN,3.0,357000.0,
4763,2006-12-03 00:00:00.000,287,36,8,CR,1.0,359000.0,
4764,2006-12-06 00:00:00.000,282,15,8,CR,4.0,760000.0,
4765,2006-12-14 00:00:00.000,203,38,1,CR,1.0,4990.0,
4766,2006-12-24 00:00:00.000,439,33,1,CR,2.0,378000.0,
4767,2006-12-29 00:00:00.000,374,28,10,CR,1.0,190000.0,
4771,2007-01-24 00:00:00.000,365,11,10,CN,4.0,639600.0,
4774,2007-02-07 00:00:00.000,353,9,10,CR,3.0,419700.0,
4776,2007-02-14 00:00:00.000,365,33,8,CR,3.0,567000.0,
4779,2007-03-02 00:00:00.000,453,3,10,CR,3.0,206700.0,
4782,2007-03-16 00:00:00.000,261,2,10,CN,1.0,54900.0,
4787,2007-04-16 00:00:00.000,292,4,10,CN,3.0,92700.0,
4790,2007-05-05 00:00:00.000,333,44,1,CR,3.0,71940.0,
4798,2007-06-01 00:00:00.000,308,5,8,CN,4.0,180000.0,
4799,2007-06-11 00:00:00.000,392,22,10,CN,2.0,200000.0,
4804,2007-07-13 00:00:00.000,319,6,10,CR,2.0,110000.0,
4805,2007-07-21 00:00:00.000,466,7,8,CR,2.0,140000.0,
4811,2007-08-15 00:00:00.000,217,25,1,CN,3.0,422700.0,
4813,2007-08-28 00:00:00.000,356,5,8,CN,3.0,135000.0,
4816,2007-09-19 00:00:00.000,342,15,1,CR,4.0,760000.0,
4819,2007-10-07 00:00:00.000,222,21,8,CR,3.0,362700.0,
4826,2007-11-14 00:00:00.000,308,36,10,CN,4.0,1436000.0,
4834,2007-12-14 00:00:00.000,459,23,8,CR,3.0,422700.0,
4835,2007-12-24 00:00:00.000,353,34,1,CR,4.0,796000.0,
4837,2008-01-06 00:00:00.000,385,17,1,CR,2.0,458000.0,
4838,2008-01-16 00:00:00.000,342,10,1,CN,4.0,476000.0,
4847,2008-02-29 00:00:00.000,459,25,8,CR,4.0,563600.0,
4850,2008-03-17 00:00:00.000,211,19,1,CR,1.0,300000.0,
4852,2008-04-04 00:00:00.000,203,2,1,CN,3.0,164700.0,
4858,2008-05-01 00:00:00.000,450,40,8,CR,4.0,83960.0,
4860,2008-05-20 00:00:00.000,217,45,8,CR,2.0,65980.0,
4861,2008-05-26 00:00:00.000,308,41,8,CR,3.0,90000.0,
4862,2008-06-04 00:00:00.000,304,2,1,CR,4.0,219600.0,
4864,2008-06-22 00:00:00.000,372,18,1,CR,1.0,259000.0,
4866,2008-06-28 00:00:00.000,394,6,10,CN,2.0,110000.0,
4868,2008-07-12 00:00:00.000,275,19,8,CN,3.0,900000.0,
4874,2008-08-13 00:00:00.000,287,5,1,CR,2.0,90000.0,
4876,2008-08-20 00:00:00.000,409,8,8,CR,1.0,129900.0,
4877,2008-08-30 00:00:00.000,431,21,10,CR,1.0,120900.0,
4879,2008-09-13 00:00:00.000,409,33,10,CR,1.0,189000.0,
4881,2008-09-20 00:00:00.000,452,7,10,CN,3.0,210000.0,
4883,2008-10-06 00:00:00.000,292,20,8,CN,3.0,332700.0,
4885,2008-10-21 00:00:00.000,211,34,1,CN,1.0,199000.0,
4887,2008-11-02 00:00:00.000,232,34,10,CR,2.0,398000.0,
4894,2008-12-03 00:00:00.000,440,28,1,CN,2.0,380000.0,
4915,2009-02-03 00:00:00.000,3,8,8,CR,3.0,389700.0,
4919,2009-02-11 00:00:00.000,408,6,8,CR,3.0,165000.0,
4923,2009-03-17 00:00:00.000,281,40,8,CN,4.0,83960.0,
4924,2009-03-26 00:00:00.000,203,28,8,CN,1.0,190000.0,
4928,2009-04-21 00:00:00.000,203,45,10,CR,3.0,98970.0,
4930,2009-04-30 00:00:00.000,304,17,8,CR,4.0,916000.0,
4933,2009-05-18 00:00:00.000,324,41,8,CR,2.0,60000.0,
4944,2009-07-13 00:00:00.000,353,32,10,CR,1.0,259000.0,
4959,2009-10-03 00:00:00.000,356,12,1,CR,3.0,509700.0,
4965,2009-11-06 00:00:00.000,257,27,1,CN,2.0,342000.0,
4968,2009-11-16 00:00:00.000,207,43,8,CN,2.0,27960.0,
4978,2010-01-06 00:00:00.000,304,22,10,CN,2.0,200000.0,
4979,2010-01-12 00:00:00.000,221,32,9,CN,1.0,259000.0,
4980,2010-01-23 00:00:00.000,304,38,4,CN,3.0,14970.0,
4981,2010-01-27 00:00:00.000,383,24,3,CN,1.0,150900.0,
4982,2010-01-31 00:00:00.000,287,4,3,CN,2.0,61800.0,
4983,2010-02-01 00:00:00.000,466,42,9,CN,2.0,15960.0,
4984,2010-02-03 00:00:00.000,333,37,5,CR,4.0,1276000.0,
4985,2010-02-09 00:00:00.000,350,36,2,CR,3.0,1077000.0,
4986,2010-02-15 00:00:00.000,308,33,8,CR,3.0,567000.0,
4987,2010-02-22 00:00:00.000,287,37,2,CR,4.0,1276000.0,
4988,2010-03-03 00:00:00.000,306,34,4,CR,4.0,796000.0,
4989,2010-03-05 00:00:00.000,287,44,8,CR,1.0,23980.0,
4990,2010-03-10 00:00:00.000,217,24,8,CR,4.0,603600.0,
4991,2010-03-10 00:00:00.000,443,1,4,CR,3.0,119700.0,
4992,2010-03-11 00:00:00.000,265,10,9,CN,4.0,476000.0,
4993,2010-03-20 00:00:00.000,401,19,5,CN,2.0,600000.0,
4994,2010-03-29 00:00:00.000,206,5,5,CN,4.0,180000.0,
4995,2010-04-04 00:00:00.000,207,6,2,CN,4.0,220000.0,
4996,2010-04-05 00:00:00.000,402,29,1,CN,2.0,420000.0,
4997,2010-04-07 00:00:00.000,385,4,10,CN,1.0,30900.0,
4998,2010-04-11 00:00:00.000,257,33,11,CR,4.0,756000.0,
4999,2010-04-15 00:00:00.000,364,13,10,CR,3.0,479700.0,
5000,2010-04-18 00:00:00.000,394,8,8,CR,3.0,389700.0,
5001,2010-04-24 00:00:00.000,453,45,2,CR,1.0,32990.0,
5002,2010-04-30 00:00:00.000,222,8,3,CR,1.0,129900.0,
5003,2010-05-11 00:00:00.000,408,42,2,CR,2.0,15960.0,
5004,2010-05-22 00:00:00.000,459,26,7,CR,2.0,362000.0,
5005,2010-05-27 00:00:00.000,373,10,8,CR,3.0,357000.0,
5006,2010-06-03 00:00:00.000,4,1,7,CN,3.0,119700.0,
5007,2010-06-06 00:00:00.000,253,30,1,CN,1.0,240000.0,
5008,2010-06-17 00:00:00.000,422,43,3,CN,2.0,27960.0,
5009,2010-06-20 00:00:00.000,203,25,2,CN,2.0,281800.0,
5010,2010-06-20 00:00:00.000,342,42,12,CN,2.0,15960.0,
5011,2010-06-28 00:00:00.000,203,9,10,CN,2.0,279800.0,
5012,2010-07-09 00:00:00.000,409,43,11,CR,1.0,13980.0,
5013,2010-07-11 00:00:00.000,292,29,11,CR,1.0,210000.0,
5014,2010-07-20 00:00:00.000,268,41,11,CR,4.0,120000.0,
5015,2010-07-25 00:00:00.000,459,9,5,CR,3.0,419700.0,
5016,2010-08-03 00:00:00.000,423,44,12,CR,3.0,71940.0,
5017,2010-08-03 00:00:00.000,469,31,5,CR,3.0,843000.0,
5018,2010-08-09 00:00:00.000,201,27,9,CR,4.0,684000.0,
5019,2010-08-09 00:00:00.000,388,15,11,CR,3.0,570000.0,
5020,2010-08-17 00:00:00.000,257,27,10,CN,1.0,171000.0,
5021,2010-08-23 00:00:00.000,226,30,10,CN,1.0,240000.0,
5022,2010-09-02 00:00:00.000,404,19,3,CN,3.0,900000.0,
5023,2010-09-10 00:00:00.000,234,20,4,CN,3.0,332700.0,
5024,2010-09-20 00:00:00.000,398,39,12,CN,2.0,21980.0,
5025,2010-09-25 00:00:00.000,382,39,7,CN,1.0,10990.0,
5026,2010-10-05 00:00:00.000,329,9,8,CR,3.0,419700.0,
5027,2010-10-09 00:00:00.000,345,33,10,CR,1.0,189000.0,
5028,2010-10-20 00:00:00.000,333,20,7,CR,4.0,443600.0,
5029,2010-10-29 00:00:00.000,5,2,1,CR,2.0,109800.0,
5030,2010-10-31 00:00:00.000,453,8,12,CR,2.0,259800.0,
5031,2010-11-01 00:00:00.000,281,24,8,CR,3.0,452700.0,
5032,2010-11-05 00:00:00.000,355,43,12,CR,4.0,55920.0,
5033,2010-11-10 00:00:00.000,239,15,3,CR,1.0,190000.0,
5034,2010-11-12 00:00:00.000,232,25,1,CN,2.0,281800.0,
5035,2010-11-21 00:00:00.000,253,13,2,CN,1.0,159900.0,
5036,2010-12-01 00:00:00.000,250,22,11,CN,1.0,100000.0,
5037,2010-12-10 00:00:00.000,287,19,6,CN,4.0,1200000.0,
5038,2010-12-16 00:00:00.000,292,19,2,CN,1.0,300000.0,
5039,2010-12-16 00:00:00.000,359,13,8,CN,1.0,159900.0,
5040,2010-12-20 00:00:00.000,353,8,11,CR,1.0,129900.0,
5041,2010-12-20 00:00:00.000,462,7,2,CR,2.0,140000.0,
5042,2010-12-26 00:00:00.000,457,39,4,CR,4.0,43960.0,
5043,2010-12-30 00:00:00.000,333,42,6,CR,4.0,31920.0,
5044,2011-01-08 00:00:00.000,265,29,2,CR,4.0,840000.0,
5045,2011-01-10 00:00:00.000,208,42,6,CR,1.0,7980.0,
5046,2011-01-14 00:00:00.000,232,1,5,CR,4.0,159600.0,
5047,2011-01-25 00:00:00.000,232,4,2,CR,3.0,92700.0,
5048,2011-01-28 00:00:00.000,402,37,2,CN,2.0,638000.0,
5049,2011-02-01 00:00:00.000,327,42,9,CN,4.0,31920.0,
5050,2011-02-06 00:00:00.000,201,31,8,CN,2.0,562000.0,
5051,2011-02-09 00:00:00.000,268,10,7,CN,1.0,119000.0,
5052,2011-02-19 00:00:00.000,345,40,3,CN,4.0,83960.0,
5053,2011-02-19 00:00:00.000,257,36,7,CN,4.0,1436000.0,
5054,2011-02-22 00:00:00.000,281,20,10,CR,4.0,443600.0,
5055,2011-02-25 00:00:00.000,203,28,6,CR,4.0,760000.0,
5056,2011-02-25 00:00:00.000,217,6,12,CR,1.0,55000.0,
5057,2011-02-28 00:00:00.000,271,16,10,CR,3.0,627000.0,
5058,2011-03-01 00:00:00.000,382,30,6,CR,4.0,960000.0,
5059,2011-03-01 00:00:00.000,388,11,5,CR,2.0,319800.0,
5060,2011-03-10 00:00:00.000,394,27,7,CR,1.0,171000.0,
5061,2011-03-12 00:00:00.000,459,39,7,CR,3.0,32970.0,
5062,2011-03-18 00:00:00.000,287,2,1,CN,2.0,109800.0,
5063,2011-03-24 00:00:00.000,3,11,12,CN,2.0,319800.0,
5064,2011-03-30 00:00:00.000,211,5,2,CN,2.0,90000.0,
5065,2011-04-01 00:00:00.000,281,9,8,CN,2.0,279800.0,
5066,2011-04-08 00:00:00.000,353,39,8,CN,3.0,32970.0,
5067,2011-04-13 00:00:00.000,1,3,1,CN,4.0,275600.0,
5068,2011-04-19 00:00:00.000,459,22,6,CR,1.0,100000.0,
5069,2011-04-28 00:00:00.000,218,4,9,CR,2.0,61800.0,
5070,2011-05-02 00:00:00.000,329,38,9,CR,4.0,19960.0,
5071,2011-05-13 00:00:00.000,459,27,5,CR,1.0,171000.0,
5072,2011-05-18 00:00:00.000,287,36,4,CR,2.0,718000.0,
5073,2011-05-21 00:00:00.000,215,26,7,CR,2.0,362000.0,
5074,2011-05-22 00:00:00.000,409,16,5,CR,2.0,418000.0,
5075,2011-05-24 00:00:00.000,287,29,10,CR,1.0,210000.0,
5076,2011-06-01 00:00:00.000,394,42,10,CN,1.0,7980.0,
5077,2011-06-08 00:00:00.000,391,28,3,CN,4.0,760000.0,
5078,2011-06-13 00:00:00.000,302,18,1,CN,3.0,777000.0,
5079,2011-06-14 00:00:00.000,292,34,8,CN,2.0,398000.0,
5080,2011-06-17 00:00:00.000,232,25,6,CN,1.0,140900.0,
5081,2011-06-22 00:00:00.000,334,9,3,CN,3.0,419700.0,
5082,2011-06-28 00:00:00.000,353,20,9,CR,2.0,221800.0,
5083,2011-07-08 00:00:00.000,287,26,2,CR,3.0,543000.0,
5084,2011-07-09 00:00:00.000,385,32,5,CR,3.0,777000.0,
5085,2011-07-09 00:00:00.000,257,7,10,CR,3.0,210000.0,
5086,2011-07-11 00:00:00.000,287,1,7,CR,4.0,159600.0,
5087,2011-07-21 00:00:00.000,386,33,1,CR,2.0,378000.0,
5088,2011-07-23 00:00:00.000,272,5,4,CR,2.0,90000.0,
5089,2011-08-02 00:00:00.000,208,3,11,CR,4.0,275600.0,
5090,2011-08-06 00:00:00.000,391,43,3,CN,1.0,13980.0,
5091,2011-08-09 00:00:00.000,217,4,7,CN,1.0,30900.0,
5092,2011-08-14 00:00:00.000,431,41,9,CN,1.0,30000.0,
5093,2011-08-23 00:00:00.000,294,25,12,CN,3.0,422700.0,
5094,2011-08-28 00:00:00.000,221,40,12,CN,3.0,62970.0,
5095,2011-09-07 00:00:00.000,250,39,8,CN,1.0,10990.0,
5096,2011-09-12 00:00:00.000,450,10,7,CR,3.0,357000.0,
5097,2011-09-15 00:00:00.000,239,13,2,CR,2.0,319800.0,
5098,2011-09-21 00:00:00.000,306,44,1,CR,1.0,23980.0,
5099,2011-09-29 00:00:00.000,384,32,6,CR,1.0,259000.0,
5100,2011-10-03 00:00:00.000,232,18,4,CR,1.0,259000.0,
5101,2011-10-09 00:00:00.000,439,22,5,CR,1.0,100000.0,
5102,2011-10-20 00:00:00.000,319,40,2,CR,3.0,62970.0,
5103,2011-10-28 00:00:00.000,224,11,4,CR,2.0,319800.0,
5104,2011-10-28 00:00:00.000,409,31,7,CN,2.0,562000.0,
5105,2011-11-07 00:00:00.000,232,21,8,CN,1.0,120900.0,
5106,2011-11-16 00:00:00.000,239,28,1,CN,3.0,570000.0,
5107,2011-11-22 00:00:00.000,355,44,9,CN,3.0,71940.0,
5108,2011-11-23 00:00:00.000,345,13,9,CN,1.0,159900.0,
5109,2011-12-03 00:00:00.000,445,24,4,CN,4.0,603600.0,
5110,2011-12-05 00:00:00.000,268,42,2,CR,1.0,7980.0,
5111,2011-12-09 00:00:00.000,462,6,7,CR,3.0,165000.0,
5112,2011-12-17 00:00:00.000,260,28,2,CR,2.0,380000.0,
5113,2011-12-21 00:00:00.000,208,31,3,CR,4.0,1124000.0,
5114,2011-12-25 00:00:00.000,385,43,6,CR,4.0,55920.0,
5115,2012-01-02 00:00:00.000,218,25,12,CR,1.0,140900.0,
5116,2012-01-12 00:00:00.000,336,17,2,CR,1.0,229000.0,
5117,2012-01-15 00:00:00.000,313,3,9,CR,4.0,275600.0,
5118,2012-01-26 00:00:00.000,462,32,12,CN,1.0,259000.0,
5119,2012-02-01 00:00:00.000,221,13,7,CN,4.0,639600.0,
5120,2012-02-04 00:00:00.000,207,11,9,CN,1.0,159900.0,
5121,2012-02-12 00:00:00.000,287,20,8,CN,1.0,110900.0,
5122,2012-02-23 00:00:00.000,401,24,10,CN,4.0,603600.0,
5123,2012-02-25 00:00:00.000,287,12,7,CN,2.0,339800.0,
5124,2012-03-05 00:00:00.000,394,1,10,CR,2.0,79800.0,
5125,2012-03-10 00:00:00.000,440,17,11,CR,4.0,916000.0,
5126,2012-03-17 00:00:00.000,353,7,8,CR,4.0,280000.0,
5127,2012-03-18 00:00:00.000,211,16,9,CR,4.0,836000.0,
5128,2012-03-28 00:00:00.000,271,3,6,CR,4.0,275600.0,
5129,2012-04-03 00:00:00.000,272,45,9,CR,1.0,32990.0,
5130,2012-04-09 00:00:00.000,384,15,8,CR,1.0,190000.0,
5131,2012-04-20 00:00:00.000,5,16,4,CR,2.0,418000.0,
5132,2012-04-22 00:00:00.000,272,13,6,CN,3.0,479700.0,
5133,2012-05-01 00:00:00.000,275,13,1,CN,3.0,479700.0,
5134,2012-05-12 00:00:00.000,207,7,10,CN,4.0,280000.0,
5135,2012-05-14 00:00:00.000,294,18,12,CN,2.0,518000.0,
5136,2012-05-23 00:00:00.000,443,12,2,CN,1.0,169900.0,
5137,2012-05-31 00:00:00.000,218,33,5,CN,4.0,756000.0,
5138,2012-06-05 00:00:00.000,392,1,3,CR,1.0,39900.0,
5139,2012-06-09 00:00:00.000,369,1,5,CR,2.0,79800.0,
5140,2012-06-16 00:00:00.000,239,44,12,CR,3.0,71940.0,
5141,2012-06-16 00:00:00.000,239,30,9,CR,3.0,720000.0,
5142,2012-06-20 00:00:00.000,324,40,1,CR,1.0,20990.0,
5143,2012-06-25 00:00:00.000,215,28,5,CR,3.0,570000.0,
5144,2012-07-06 00:00:00.000,353,6,6,CR,2.0,110000.0,
5145,2012-07-14 00:00:00.000,398,19,12,CR,2.0,600000.0,
5146,2012-07-22 00:00:00.000,459,36,5,CN,3.0,1077000.0,
5147,2012-07-31 00:00:00.000,402,24,10,CN,2.0,301800.0,
5148,2012-08-01 00:00:00.000,304,39,2,CN,3.0,32970.0,
5149,2012-08-03 00:00:00.000,457,1,2,CN,2.0,79800.0,
5150,2012-08-09 00:00:00.000,384,15,11,CN,4.0,760000.0,
5151,2012-08-13 00:00:00.000,457,20,8,CN,2.0,221800.0,
5152,2012-08-22 00:00:00.000,215,17,6,CR,4.0,916000.0,
